applicationId,totalMonthlyIncome,totalCommitments,debtServiceRatio,newDebtServiceRatio,savingsAmount,cashReserveMonths,ctosScore,creditScoreCategory,totalCreditUtilization,numberOfLatePayments,employmentTenureMonths,employmentStabilityScore,loanAmount,instalmentToIncomeRatio,approvalDecision
LA-2026-000219,3872.54,224.69,0.047,0.449,62512.06,29.0,555,1,0.38,2,7,0.12,97548.2,0.403,0
LA-2026-000220,1476.73,2875.16,1.623,2.435,17914.45,4.2,510,0,0.67,0,1,0.02,33094.26,0.812,0
LA-2026-000221,8195.73,2329.38,0.24,1.063,40444.87,3.9,847,3,0.58,0,75,1.0,92423.42,0.823,1
LA-2026-000222,5443.74,2053.8,0.421,1.463,21617.17,3.0,590,1,0.18,0,6,0.1,58805.61,1.042,1
LA-2026-000223,9644.53,1910.75,0.15,0.233,6702.23,2.3,752,3,0.17,0,105,1.0,45110.01,0.083,1
LA-2026-000224,9264.6,1891.97,0.166,0.216,7470.14,3.0,826,3,0.26,0,82,1.0,18520.5,0.05,1
LA-2026-000225,2480.16,2579.87,0.86,1.637,30173.74,6.1,466,0,0.21,0,12,0.2,78839.03,0.777,0
LA-2026-000226,11139.16,1779.44,0.142,0.23,4475.43,1.6,766,3,0.48,0,41,0.68,24633.17,0.088,1
LA-2026-000227,2599.39,1006.41,0.332,0.747,6871.82,3.0,300,0,0.39,4,3,0.05,28236.27,0.415,0
LA-2026-000228,5512.78,679.95,0.102,0.681,9349.25,2.1,715,2,0.26,0,27,0.45,86553.86,0.579,0
LA-2026-000229,4591.44,3667.01,0.639,0.794,19100.98,4.2,669,2,0.54,0,27,0.45,60809.11,0.155,1
LA-2026-000230,2635.51,4330.83,1.262,1.512,6219.91,1.2,371,0,0.42,3,8,0.13,10043.63,0.25,0
LA-2026-000231,1471.3,564.69,0.288,1.016,6306.08,3.2,339,0,0.51,3,3,0.05,61114.09,0.728,0
LA-2026-000232,2297.87,2540.21,0.856,0.972,14100.36,4.9,607,1,0.24,0,16,0.27,25353.29,0.116,0
LA-2026-000233,2595.92,1496.09,0.454,1.462,22257.04,4.6,313,0,0.41,3,1,0.02,75712.65,1.008,0
LA-2026-000234,3711.66,726.96,0.159,0.639,47898.73,16.4,562,1,0.42,0,9,0.15,92695.96,0.48,0
LA-2026-000235,2649.77,1734.48,0.612,1.381,3931.96,1.0,610,1,0.38,0,17,0.28,74182.41,0.769,1
LA-2026-000236,10405.07,312.12,0.025,0.133,13477.44,8.1,771,3,0.58,0,116,1.0,46100.9,0.108,1
LA-2026-000237,2770.89,1191.99,0.348,0.616,15218.52,7.2,595,1,0.46,4,7,0.12,40103.7,0.267,0
LA-2026-000238,3118.4,2449.43,0.658,0.692,3186.19,1.2,557,1,0.1,5,8,0.13,8770.0,0.034,0
LA-2026-000239,8158.37,369.19,0.037,0.067,5884.49,8.9,789,3,0.69,0,96,1.0,19079.03,0.03,1
LA-2026-000240,2520.23,1853.32,0.577,0.866,1536.48,0.6,312,0,0.13,2,10,0.17,63647.43,0.289,1
LA-2026-000241,6934.44,3172.37,0.454,0.781,44139.98,8.1,706,2,0.66,0,34,0.57,74520.3,0.327,1
LA-2026-000242,6202.23,1120.09,0.152,0.276,6694.81,3.3,743,2,0.46,0,116,1.0,29982.75,0.124,1
LA-2026-000243,6462.64,1155.72,0.192,0.287,20406.02,11.8,658,2,0.24,1,13,0.22,39388.89,0.095,0
LA-2026-000244,2246.31,2079.93,0.702,1.233,70099.1,19.2,431,0,0.23,2,8,0.13,93363.67,0.531,0
LA-2026-000245,5572.51,2206.17,0.302,0.556,7138.06,1.8,677,2,0.18,0,14,0.23,98443.33,0.254,1
LA-2026-000246,2548.71,3096.87,0.969,1.84,23455.67,4.0,567,1,0.26,0,18,0.3,32271.63,0.871,0
LA-2026-000247,11096.14,344.44,0.023,0.173,68746.81,27.0,839,3,0.31,0,119,1.0,97514.37,0.15,1
LA-2026-000248,9581.87,2079.36,0.19,0.247,19274.09,7.1,824,3,0.53,0,62,1.0,42754.99,0.057,1
LA-2026-000249,11699.12,2109.18,0.142,0.171,9089.13,3.6,738,2,0.24,0,45,0.75,14641.93,0.029,1
LA-2026-000250,3790.73,496.33,0.114,0.478,50931.29,24.5,650,2,0.21,1,20,0.33,64407.51,0.364,1
LA-2026-000251,1742.15,548.05,0.24,0.659,9297.71,6.2,429,0,0.39,0,8,0.13,31391.57,0.42,0
LA-2026-000252,6680.29,3292.91,0.415,0.556,34299.99,7.8,671,2,0.38,0,24,0.4,60472.89,0.141,1
LA-2026-000253,3078.62,2882.76,0.716,0.803,7868.75,2.4,583,1,0.4,0,7,0.12,11426.81,0.087,0
LA-2026-000254,4303.93,1963.9,0.487,0.564,1991.23,0.9,580,1,0.63,3,18,0.3,7166.83,0.078,0
LA-2026-000255,3757.73,3875.92,0.862,1.128,23504.9,4.6,630,1,0.37,0,17,0.28,51637.55,0.266,0
LA-2026-000256,2355.49,2736.49,1.009,1.064,1810.38,0.6,604,1,0.64,0,6,0.1,6412.39,0.054,1
LA-2026-000257,6063.78,4174.46,0.58,0.637,16187.75,3.5,655,2,0.27,0,30,0.5,26964.53,0.057,1
LA-2026-000258,2039.48,965.29,0.38,0.949,9771.59,4.1,345,0,0.26,4,4,0.07,32385.31,0.569,0
LA-2026-000259,12314.8,1881.0,0.141,0.188,8510.36,3.4,747,2,0.49,0,75,1.0,43403.4,0.047,1
LA-2026-000260,8204.0,2914.46,0.294,0.323,11747.59,3.7,795,3,0.53,0,99,1.0,20912.03,0.029,1
LA-2026-000261,11373.21,3853.99,0.285,0.34,17955.41,3.9,796,3,0.23,0,51,0.85,41886.55,0.054,1
LA-2026-000262,9637.71,3530.55,0.296,0.39,13110.66,2.8,725,2,0.55,0,72,1.0,70058.18,0.094,1
LA-2026-000263,14979.16,467.11,0.034,0.244,24461.19,7.2,731,2,0.31,0,31,0.52,95967.14,0.211,1
LA-2026-000264,1244.24,557.1,0.362,1.527,11771.27,5.0,486,0,0.25,4,1,0.02,20803.63,1.166,0
LA-2026-000265,4317.62,3270.05,0.735,0.811,5842.65,1.6,684,2,0.4,0,30,0.5,7509.86,0.076,0
LA-2026-000266,5136.09,2290.36,0.464,0.511,6732.82,2.7,604,1,0.15,0,9,0.15,13917.61,0.047,0
LA-2026-000267,1786.63,1661.91,0.756,1.113,12351.19,5.0,389,0,0.42,1,9,0.15,45003.6,0.357,0
LA-2026-000268,3233.43,3140.2,0.824,3.077,64254.21,5.5,648,1,0.48,0,18,0.3,99859.62,2.254,0
LA-2026-000269,4749.78,3620.48,0.633,0.841,9657.19,2.0,660,2,0.14,0,29,0.48,81920.4,0.208,1
LA-2026-000270,3025.86,2208.29,0.588,0.921,5150.99,1.5,631,1,0.3,0,17,0.28,54825.83,0.332,0
LA-2026-000271,7041.45,2997.55,0.395,0.479,15554.94,4.3,703,2,0.66,0,33,0.55,42953.36,0.084,1
LA-2026-000272,9619.08,2555.88,0.214,0.892,2357.95,0.2,848,3,0.33,0,37,0.62,93315.94,0.678,0
LA-2026-000273,4639.24,3775.59,0.686,1.063,33605.12,5.7,679,2,0.7,0,18,0.3,66726.95,0.376,0
LA-2026-000274,4225.27,2523.58,0.47,0.679,32632.47,9.0,687,2,0.69,1,30,0.5,57198.77,0.209,1
LA-2026-000275,5118.23,324.66,0.068,0.256,13643.26,11.1,674,2,0.66,2,15,0.25,46131.86,0.188,0
LA-2026-000276,12200.88,1770.06,0.165,0.326,1773.52,0.5,804,3,0.14,0,27,0.45,19887.14,0.161,1
LA-2026-000277,2268.18,1055.2,0.386,0.546,8431.58,5.6,469,0,0.29,3,9,0.15,18265.31,0.16,0
LA-2026-000278,4088.75,1950.58,0.38,0.638,7521.69,2.3,679,2,0.46,0,31,0.52,42646.47,0.259,1
LA-2026-000279,2081.61,1473.59,0.563,0.796,14910.29,7.2,610,1,0.47,2,6,0.1,20013.78,0.232,0
LA-2026-000280,8565.86,2148.05,0.2,0.256,5359.2,2.0,827,3,0.51,0,60,1.0,37502.86,0.055,1
LA-2026-000281,2454.76,2557.38,0.808,1.076,14639.38,4.3,614,1,0.22,0,10,0.17,51661.08,0.268,0
LA-2026-000282,6707.91,1995.89,0.271,0.414,29689.84,9.7,690,2,0.32,1,13,0.22,46172.65,0.143,1
LA-2026-000283,2387.41,1109.55,0.355,0.958,24162.13,8.1,336,0,0.35,5,7,0.12,92429.77,0.603,0
LA-2026-000284,1451.03,310.41,0.183,1.086,21345.25,11.6,509,0,0.35,1,6,0.1,64418.44,0.903,0
LA-2026-000285,3789.52,308.1,0.068,0.379,47532.56,27.8,673,2,0.39,1,33,0.55,60963.44,0.311,1
LA-2026-000286,2879.88,2952.71,0.955,1.596,77000.09,15.6,307,0,0.18,2,4,0.07,98958.74,0.641,1
LA-2026-000287,5988.82,3210.84,0.411,0.879,8096.16,1.2,668,2,0.49,0,25,0.42,42150.51,0.468,0
LA-2026-000288,4285.11,2364.17,0.43,0.667,22772.34,6.2,715,2,0.64,0,23,0.38,42617.46,0.237,0
LA-2026-000289,3665.35,2340.43,0.523,0.716,20927.74,6.5,640,1,0.54,0,17,0.28,28769.38,0.192,0
LA-2026-000290,3563.06,3739.35,0.996,1.067,2971.43,0.7,622,1,0.23,2,12,0.2,14421.76,0.071,0
LA-2026-000291,10444.81,2296.35,0.182,0.515,32394.73,5.0,825,3,0.24,0,69,1.0,48363.26,0.333,1
LA-2026-000292,1413.0,1614.62,0.955,1.43,34753.41,14.4,401,0,0.39,0,4,0.07,55570.7,0.475,0
LA-2026-000293,1215.33,1957.17,1.273,2.134,23491.02,7.2,327,0,0.39,1,12,0.2,57154.88,0.86,0
LA-2026-000294,2370.85,569.31,0.208,0.742,71577.18,35.2,483,0,0.45,1,10,0.17,98636.66,0.534,0
LA-2026-000295,3672.87,1786.89,0.415,0.472,1058.04,0.5,640,1,0.46,0,16,0.27,9953.62,0.057,1
LA-2026-000296,9482.89,2772.51,0.222,0.567,48552.81,6.8,723,2,0.63,0,101,1.0,95840.55,0.346,1
LA-2026-000297,7297.16,2107.57,0.233,0.35,8480.02,2.7,779,3,0.69,0,113,1.0,36049.16,0.118,1
LA-2026-000298,2464.42,1018.89,0.337,0.692,25073.2,12.0,449,0,0.55,1,6,0.1,46776.82,0.354,0
LA-2026-000299,3603.15,479.41,0.115,0.194,6158.23,7.6,681,2,0.3,0,18,0.3,20162.85,0.078,1
LA-2026-000300,2777.33,3827.32,1.13,1.976,8092.63,1.2,472,0,0.55,0,10,0.17,92044.21,0.847,0
LA-2026-000301,1797.72,1471.76,0.856,1.422,2540.35,1.0,356,0,0.33,2,9,0.15,42819.96,0.565,0
LA-2026-000302,4216.87,2642.09,0.531,0.669,22088.72,6.6,703,2,0.21,0,34,0.57,42251.02,0.138,0
LA-2026-000303,8895.51,3228.8,0.276,0.797,56432.04,6.0,833,3,0.12,0,39,0.65,71874.16,0.521,1
LA-2026-000304,6094.48,2014.37,0.257,0.324,4051.51,1.6,663,2,0.63,1,23,0.38,17564.59,0.066,1
LA-2026-000305,1319.38,1383.0,0.863,1.187,13674.01,7.2,347,0,0.49,4,6,0.1,33334.86,0.324,0
LA-2026-000306,3266.81,3216.35,0.797,1.767,6718.53,0.9,686,2,0.15,0,22,0.37,88058.08,0.97,0
LA-2026-000307,3131.51,2295.16,0.606,0.907,19519.4,5.7,576,1,0.27,5,10,0.17,61750.96,0.3,0
LA-2026-000308,4508.78,703.84,0.13,0.152,1264.53,1.5,698,2,0.62,0,14,0.23,6305.06,0.021,1
LA-2026-000309,2567.33,215.87,0.066,0.298,7061.86,7.2,642,1,0.44,2,9,0.15,55021.03,0.232,0
LA-2026-000310,6236.9,1446.79,0.184,0.491,15190.53,3.9,697,2,0.45,0,26,0.43,54072.69,0.306,0
LA-2026-000311,5958.1,2395.74,0.329,1.001,41191.58,5.7,668,2,0.6,0,30,0.5,56783.46,0.671,1
LA-2026-000312,1536.84,2894.66,1.78,6.652,48858.59,4.5,311,0,0.36,0,4,0.07,92844.33,4.872,0
LA-2026-000313,2818.89,2890.87,0.841,1.394,4322.62,0.9,580,1,0.39,0,8,0.13,22009.64,0.553,0
LA-2026-000314,2617.2,2689.1,0.986,1.232,21171.68,6.3,610,1,0.62,2,11,0.18,49749.98,0.246,0
LA-2026-000315,3973.03,1031.08,0.219,0.239,1517.28,1.3,598,1,0.31,5,13,0.22,5423.87,0.02,0
LA-2026-000316,2025.72,3333.52,1.325,2.704,38808.77,5.7,644,1,0.49,0,15,0.25,77079.6,1.379,0
LA-2026-000317,1645.39,952.88,0.457,0.925,19861.5,10.3,364,0,0.4,5,4,0.07,52628.03,0.468,0
LA-2026-000318,3502.94,1034.99,0.225,0.41,11282.56,6.0,625,1,0.33,0,15,0.25,28672.44,0.185,0
LA-2026-000319,2251.6,1592.02,0.578,1.003,1547.09,0.6,636,1,0.59,1,16,0.27,37419.37,0.424,0
LA-2026-000320,3198.92,2540.96,0.645,0.757,14063.28,4.7,588,1,0.53,1,15,0.25,23727.89,0.112,0
LA-2026-000321,4600.65,2373.44,0.527,1.725,47336.97,6.1,652,2,0.59,1,16,0.27,63338.33,1.198,1
LA-2026-000322,2820.81,1942.22,0.572,1.013,34707.05,10.1,384,0,0.1,0,10,0.17,94475.41,0.44,0
LA-2026-000323,2578.15,883.23,0.271,0.461,5885.04,3.9,617,1,0.46,0,13,0.22,20019.15,0.191,0
LA-2026-000324,7803.0,4123.41,0.512,0.524,3336.0,0.8,738,2,0.62,0,104,1.0,5306.82,0.011,1
LA-2026-000325,10134.63,624.74,0.051,0.1,24987.62,20.3,824,3,0.27,0,61,1.0,41375.08,0.049,1
LA-2026-000326,5548.24,2848.34,0.537,0.864,18005.8,3.9,677,2,0.35,0,14,0.23,91956.39,0.327,0
LA-2026-000327,4615.92,1922.52,0.334,0.62,32331.01,9.1,652,2,0.4,0,15,0.25,73185.9,0.285,0
LA-2026-000328,5693.95,1287.74,0.189,0.78,42601.87,8.0,719,2,0.24,0,22,0.37,89761.66,0.591,1
LA-2026-000329,9684.14,924.79,0.072,0.332,8924.69,2.1,802,3,0.29,0,32,0.53,38541.78,0.26,1
LA-2026-000330,1443.5,2612.15,1.362,5.235,48513.51,4.8,477,0,0.44,4,7,0.12,85546.73,3.873,0
LA-2026-000331,2851.26,2041.76,0.626,1.077,38181.79,10.9,529,0,0.18,5,8,0.13,48725.87,0.451,0
LA-2026-000332,5952.97,780.0,0.107,0.306,40517.78,18.1,748,2,0.64,0,39,0.65,64931.74,0.199,1
LA-2026-000333,2844.63,3790.07,1.114,1.817,12783.55,2.1,562,1,0.3,4,7,0.12,52832.59,0.703,0
LA-2026-000334,9688.15,998.93,0.095,0.457,10367.25,2.2,777,3,0.39,0,118,1.0,44387.78,0.362,1
LA-2026-000335,2466.09,1301.47,0.455,0.757,5294.26,2.4,459,0,0.58,2,8,0.13,50105.79,0.303,0
LA-2026-000336,5806.59,2337.92,0.315,1.018,25763.73,3.4,673,2,0.48,1,30,0.5,61170.27,0.703,1
LA-2026-000337,6054.36,2189.11,0.28,0.62,44797.95,9.2,716,2,0.19,0,29,0.48,59317.03,0.341,0
LA-2026-000338,3337.27,741.91,0.179,0.62,48340.39,18.8,604,1,0.31,0,13,0.22,98144.86,0.441,0
LA-2026-000339,2828.07,2371.98,0.871,0.919,5600.57,2.2,587,1,0.35,0,17,0.28,7840.23,0.048,0
LA-2026-000340,8156.79,3437.19,0.336,0.439,18636.91,4.2,755,3,0.62,0,120,1.0,71359.37,0.103,1
LA-2026-000341,7117.93,1698.3,0.214,0.351,50163.25,18.0,678,2,0.23,1,30,0.5,68297.7,0.137,1
LA-2026-000342,6187.3,748.66,0.111,0.285,22679.52,11.8,671,2,0.52,0,25,0.42,63311.53,0.174,1
LA-2026-000343,11458.95,3637.2,0.264,0.36,31613.96,6.4,725,2,0.38,0,94,1.0,92909.58,0.096,1
LA-2026-000344,2299.75,482.44,0.176,1.212,62750.97,18.9,529,0,0.15,0,7,0.12,93312.34,1.036,0
LA-2026-000345,2486.29,1849.28,0.631,1.053,13205.61,4.3,483,0,0.61,4,11,0.18,91167.71,0.422,0
LA-2026-000346,2476.79,1722.77,0.561,1.859,33219.55,5.8,625,1,0.64,2,15,0.25,46687.96,1.298,0
LA-2026-000347,2266.05,1535.28,0.52,0.632,16279.02,8.7,556,1,0.49,4,18,0.3,23406.67,0.112,0
LA-2026-000348,3060.86,3209.33,1.119,1.386,30036.8,7.6,328,0,0.53,0,9,0.15,40719.77,0.267,0
LA-2026-000349,3384.25,3758.4,1.129,1.237,11189.36,2.7,547,0,0.13,5,6,0.1,23486.18,0.108,0
LA-2026-000350,9844.16,969.08,0.083,0.137,4866.23,3.0,752,3,0.24,0,35,0.58,21405.86,0.054,1
LA-2026-000351,7155.49,1140.17,0.12,0.21,30418.55,15.2,830,3,0.3,0,114,1.0,46144.2,0.09,1
LA-2026-000352,4708.48,1334.96,0.232,0.284,10414.88,6.4,694,2,0.12,0,21,0.35,18225.9,0.052,1
LA-2026-000353,3228.34,16.15,0.004,0.33,29654.65,22.9,631,1,0.12,2,14,0.23,75758.02,0.326,0
LA-2026-000354,8322.38,2579.29,0.241,0.256,3045.86,1.1,763,3,0.47,0,50,0.83,10134.07,0.015,1
LA-2026-000355,7015.03,637.55,0.09,0.16,19199.81,16.9,772,3,0.23,0,65,1.0,28652.06,0.07,1
LA-2026-000356,2024.69,2461.11,0.993,1.762,18695.25,4.3,533,0,0.51,0,7,0.12,78891.56,0.769,0
LA-2026-000357,7109.58,1944.02,0.23,0.327,12553.48,4.5,781,3,0.38,0,93,1.0,34836.79,0.097,1
LA-2026-000358,6246.11,2792.26,0.467,0.897,14239.79,2.7,701,2,0.51,0,13,0.22,30333.58,0.431,1
LA-2026-000359,2593.65,2929.74,0.929,1.436,9659.88,2.1,485,0,0.48,4,3,0.05,68815.19,0.507,0
LA-2026-000360,4962.3,2958.09,0.612,0.978,38801.1,8.2,669,2,0.52,2,20,0.33,59960.26,0.366,1
LA-2026-000361,3190.76,3991.66,1.006,1.845,22856.81,3.1,594,1,0.69,0,14,0.23,73443.07,0.839,0
LA-2026-000362,2280.98,3702.08,1.229,1.426,2989.8,0.7,576,1,0.64,0,6,0.1,33767.12,0.197,0
LA-2026-000363,1534.43,2716.82,1.413,1.537,4425.63,1.5,492,0,0.33,0,3,0.05,16268.56,0.124,0
LA-2026-000364,13452.9,1593.23,0.127,0.404,62016.71,12.2,785,3,0.25,0,111,1.0,78149.93,0.277,1
LA-2026-000365,4898.59,1623.03,0.266,0.48,19626.64,6.7,716,2,0.43,0,25,0.42,29033.93,0.214,1
LA-2026-000366,5065.76,2334.12,0.374,0.497,12984.07,4.2,699,2,0.69,0,24,0.4,39651.46,0.124,0
LA-2026-000367,3919.83,4471.88,0.902,1.328,5358.34,0.8,667,2,0.43,0,22,0.37,92057.81,0.426,0
LA-2026-000368,8844.95,1757.71,0.156,0.261,17000.86,5.8,751,3,0.45,0,26,0.43,63367.21,0.105,1
LA-2026-000369,10237.86,1986.48,0.154,0.236,4058.96,1.3,802,3,0.69,0,94,1.0,67383.85,0.082,1
LA-2026-000370,7356.27,834.83,0.098,0.321,7419.72,2.7,801,3,0.19,0,97,1.0,42710.62,0.223,1
LA-2026-000371,4419.8,1703.14,0.299,0.937,14724.46,2.8,660,2,0.37,0,14,0.23,42148.37,0.638,1
LA-2026-000372,2210.21,2233.1,0.818,1.152,9525.45,3.0,561,1,0.17,0,18,0.3,29537.51,0.334,0
LA-2026-000373,10402.66,70.24,0.005,0.179,55143.35,22.8,799,3,0.39,0,101,1.0,98979.22,0.174,1
LA-2026-000374,2448.4,2497.99,1.135,1.736,6754.89,1.8,396,0,0.38,0,12,0.2,95837.4,0.6,0
LA-2026-000375,1201.41,2157.35,1.375,1.573,11973.72,4.8,348,0,0.68,1,9,0.15,19841.61,0.199,0
LA-2026-000376,4233.96,1906.58,0.368,0.56,15881.78,5.5,682,2,0.44,0,23,0.38,67307.94,0.192,0
LA-2026-000377,4242.11,349.51,0.065,0.501,3845.67,1.4,681,2,0.19,0,34,0.57,80370.37,0.436,0
LA-2026-000378,4937.33,3912.63,0.669,1.1,30853.14,4.8,681,2,0.46,0,31,0.52,83674.97,0.43,0
LA-2026-000379,3409.44,1633.52,0.39,0.768,3912.23,1.2,584,1,0.13,3,14,0.23,18453.39,0.378,0
LA-2026-000380,2432.22,1576.96,0.502,0.602,1079.45,0.6,563,1,0.67,5,15,0.25,13854.94,0.1,0
LA-2026-000381,7420.69,856.86,0.114,0.178,16180.84,12.1,690,2,0.36,0,14,0.23,30995.43,0.064,1
LA-2026-000382,3683.19,3631.33,0.832,0.992,7000.72,1.6,647,1,0.25,0,6,0.1,34696.83,0.16,0
LA-2026-000383,9542.16,1729.7,0.146,0.159,2863.49,1.5,795,3,0.45,0,52,0.87,11231.9,0.014,1
LA-2026-000384,4364.36,1483.87,0.276,0.357,6617.08,3.5,659,2,0.13,2,19,0.32,19037.53,0.081,1
LA-2026-000385,1982.09,3681.27,1.877,3.048,4036.64,0.7,407,0,0.19,3,7,0.12,26561.58,1.17,0
LA-2026-000386,1743.31,2314.81,1.099,3.138,15304.7,2.3,312,0,0.3,3,5,0.08,98979.99,2.04,0
LA-2026-000387,11509.35,2111.3,0.15,0.171,7328.46,3.0,816,3,0.13,0,106,1.0,17807.45,0.021,1
LA-2026-000388,4000.54,3256.74,0.789,1.127,11769.29,2.5,573,1,0.67,4,14,0.23,60346.53,0.338,0
LA-2026-000389,4062.71,3102.2,0.686,0.792,4238.27,1.2,704,2,0.38,0,26,0.43,20281.12,0.107,0
LA-2026-000390,6129.88,3131.65,0.549,1.183,15818.23,2.3,714,2,0.27,0,14,0.23,41704.64,0.634,1
LA-2026-000391,13753.61,2109.43,0.159,0.237,45595.67,14.5,743,2,0.46,0,40,0.67,75436.64,0.078,1
LA-2026-000392,5748.36,1019.6,0.138,0.232,8141.23,4.8,805,3,0.13,0,31,0.52,50118.9,0.094,1
LA-2026-000393,3535.05,3662.49,0.88,1.699,16667.3,2.4,673,2,0.54,2,21,0.35,39316.02,0.819,0
LA-2026-000394,2393.98,3142.38,0.999,1.451,10444.54,2.3,616,1,0.59,0,12,0.2,96143.99,0.452,0
LA-2026-000395,4543.27,2559.49,0.462,0.653,22611.8,6.3,670,2,0.62,1,28,0.47,34618.04,0.191,0
LA-2026-000396,8998.87,2983.0,0.274,0.666,11479.75,1.6,772,3,0.55,0,34,0.57,50047.97,0.392,1
LA-2026-000397,2111.86,2531.43,0.962,1.088,7831.23,2.7,565,1,0.26,0,7,0.12,21622.21,0.126,0
LA-2026-000398,1964.84,448.79,0.241,1.672,69724.94,22.4,306,0,0.41,1,11,0.18,90538.64,1.43,0
LA-2026-000399,2792.5,364.91,0.106,0.504,6147.7,3.5,421,0,0.55,5,9,0.15,31336.4,0.398,0
LA-2026-000400,4085.39,1833.63,0.43,0.695,1559.47,0.5,687,2,0.41,0,19,0.32,25902.68,0.266,0
LA-2026-000401,5854.45,2810.69,0.391,0.466,17299.12,5.2,662,2,0.5,1,12,0.2,32142.61,0.075,0
LA-2026-000402,3354.31,3544.29,0.893,1.3,40405.67,7.8,595,1,0.7,3,14,0.23,87423.27,0.407,0
LA-2026-000403,4012.51,174.31,0.038,0.147,5406.49,8.1,556,1,0.63,5,11,0.18,15948.55,0.109,1
LA-2026-000404,6055.64,1709.16,0.296,1.717,28328.85,2.9,669,2,0.61,0,17,0.28,95927.29,1.421,1
LA-2026-000405,5199.55,3767.99,0.551,0.614,22259.89,5.3,691,2,0.55,2,30,0.5,29394.75,0.063,1
LA-2026-000406,5171.67,1186.39,0.238,0.718,67976.38,19.0,696,2,0.68,2,33,0.55,98021.44,0.48,1
LA-2026-000407,5132.47,558.02,0.088,0.302,13991.6,7.3,673,2,0.17,1,23,0.38,44389.72,0.215,0
LA-2026-000408,2216.35,3793.64,1.602,1.971,15464.44,3.3,548,0,0.59,0,11,0.18,46484.05,0.369,0
LA-2026-000409,2259.87,1396.15,0.486,1.46,38185.97,9.1,538,0,0.34,4,3,0.05,89243.43,0.974,0
LA-2026-000410,5319.42,1917.87,0.316,1.042,15043.48,2.4,679,2,0.68,1,31,0.52,51424.18,0.726,1
LA-2026-000411,4852.89,3555.44,0.614,0.761,4608.08,1.0,711,2,0.31,0,12,0.2,9899.39,0.148,1
LA-2026-000412,2652.67,2922.93,0.935,1.359,10630.33,2.5,343,0,0.6,3,3,0.05,42884.15,0.424,0
LA-2026-000413,1407.83,2873.08,1.617,3.266,37647.06,6.5,504,0,0.57,0,8,0.13,99851.93,1.649,0
LA-2026-000414,6103.49,2853.99,0.357,0.387,2381.66,0.8,733,2,0.21,0,68,1.0,8040.1,0.03,1
LA-2026-000415,4274.84,2301.76,0.442,0.844,38340.01,8.7,657,2,0.26,0,32,0.53,71151.0,0.403,1
LA-2026-000416,3749.8,593.18,0.131,0.454,28405.58,13.8,690,2,0.2,0,27,0.45,92574.57,0.323,1
LA-2026-000417,2548.16,1786.28,0.528,0.75,9388.38,3.7,617,1,0.26,2,18,0.3,51314.6,0.223,0
LA-2026-000418,5687.26,856.51,0.124,0.243,27630.23,16.5,673,2,0.37,2,23,0.38,41882.15,0.118,1
LA-2026-000419,6380.76,3570.26,0.501,0.676,5459.7,1.1,673,2,0.21,1,28,0.47,55312.07,0.174,1
LA-2026-000420,2237.52,576.96,0.209,1.233,44835.95,13.1,593,1,0.38,2,14,0.23,91482.08,1.024,0
LA-2026-000421,11561.91,2379.01,0.173,0.276,1101.73,0.3,764,3,0.65,0,30,0.5,69851.78,0.103,0
LA-2026-000422,3849.95,1226.06,0.245,1.658,29988.76,3.6,713,2,0.21,0,24,0.4,81394.18,1.414,1
LA-2026-000423,2823.67,2140.47,0.571,1.71,19607.17,3.1,573,1,0.2,4,14,0.23,50182.13,1.14,0
LA-2026-000424,4132.03,2942.13,0.579,0.856,7330.51,1.7,675,2,0.33,0,25,0.42,31925.2,0.277,1
LA-2026-000425,3117.7,3081.18,0.818,1.971,21754.78,2.9,603,1,0.24,1,17,0.28,50468.99,1.154,0
LA-2026-000426,10893.75,1463.88,0.109,0.118,2933.68,1.9,831,3,0.25,0,85,1.0,5961.64,0.009,1
LA-2026-000427,3125.63,2052.49,0.543,2.054,46344.66,6.0,648,1,0.53,0,15,0.25,65746.14,1.511,0
LA-2026-000428,2934.52,1155.68,0.445,0.578,1382.0,0.9,312,0,0.26,2,2,0.03,23964.06,0.133,0
LA-2026-000429,2345.17,2054.82,0.679,0.974,43942.46,14.9,538,0,0.29,0,1,0.02,66288.22,0.296,0
LA-2026-000430,5804.87,854.23,0.115,0.269,1127.28,0.6,746,2,0.25,0,47,0.78,36288.99,0.154,0
LA-2026-000431,6477.35,3933.14,0.528,0.819,13892.64,2.3,651,2,0.67,0,25,0.42,25389.7,0.291,1
LA-2026-000432,5956.04,680.15,0.095,0.54,56745.17,14.7,839,3,0.61,0,33,0.55,72005.42,0.445,1
LA-2026-000433,2084.03,146.9,0.053,0.536,15001.7,10.2,575,1,0.1,3,9,0.15,76472.72,0.482,0
LA-2026-000434,8523.56,3001.52,0.277,0.309,9001.86,2.7,796,3,0.28,0,46,0.77,21186.6,0.032,1
LA-2026-000435,10549.22,203.78,0.015,0.288,20633.98,5.4,820,3,0.32,0,100,1.0,80639.63,0.273,1
LA-2026-000436,1539.43,3426.56,1.802,3.706,34391.68,4.9,347,0,0.22,5,2,0.03,81815.52,1.904,0
LA-2026-000437,5642.82,2749.09,0.371,0.467,25434.71,7.4,712,2,0.16,0,29,0.48,45495.12,0.096,0
LA-2026-000438,2588.98,640.38,0.192,0.393,4399.61,3.4,335,0,0.44,2,12,0.2,15212.47,0.201,0
